"Value","Text","URL","Suggested Title","Suggested URL"
"5674","AirMini Travel CPAP Machine Bundle with AirTouch F20 Full Face Mask","https://www.sleeping.com/products/resmed-airmini-autoset-travel-cpap-machine?variant=52577930314003","AirMini AutoSet Travel CPAP Machine","https://www.sleeping.com/products/resmed-airmini-autoset-travel-cpap-machine"
"4808","AirSense 10 AutoSet Connected Tripack","https://sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline","AirSense 10 AutoSet with HumidAir","https://www.sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline"
"5880","AirSense 10 AutoSet with Heated Humidifer + Aifit N30i Nasal Mask Bundle","https://sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline","AirSense 10 AutoSet with HumidAir","https://www.sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline"
"5879","AirSense 10 AutoSet with Heated Humidifer + P10 Nasal Pillow Mask Bundle","https://sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline","AirSense 10 AutoSet with HumidAir","https://www.sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline"
"5881","AirSense 10 AutoSet with Heated Humidifer + P30i Nasal Pillow Mask Bundle","https://sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline","AirSense 10 AutoSet with HumidAir","https://www.sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline"
"6082","Airsense 10 Card to Cloud","https://sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline","AirSense 10 AutoSet with HumidAir","https://www.sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline"
"4799","AirSense 10 CPAP Machine with HumidAir Heated Humidifier","https://sleeping.com/products/resmed-airsense-10-cpap-humidair","AirSense 10 CPAP with HumidAir","https://www.sleeping.com/products/resmed-airsense-10-cpap-humidair"
"4800","AirSense 10 Elite CPAP Machine with HumidAir Heated Humidifier","https://sleeping.com/products/resmed-airsense-10-elite-humidair","AirSense 10 Elite with HumidAir","https://www.sleeping.com/products/resmed-airsense-10-elite-humidair"
"5993","AirSense 11 Autoset","https://sleeping.com/products/resmed-airsense-11-autoset","AirSense 11 AutoSet","https://www.sleeping.com/products/resmed-airsense-11-autoset"
"6125","Airsense 11 w/ ClimateLine","https://sleeping.com/products/resmed-airsense-11-autoset","AirSense 11 AutoSet","https://www.sleeping.com/products/resmed-airsense-11-autoset"
"5213","AirStart 10 Auto CPAP with HumidAir Heated Humidifier","https://www.sleeping.com/products/resmed-airsense-10-cpap-humidair?variant=52577903116563","AirSense 10 CPAP with HumidAir","https://www.sleeping.com/products/resmed-airsense-10-cpap-humidair"
"6262","AS10 C2C OpenBox Climateline","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"6261","AS10 C2C OpenBox slimline","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"5966","DreamStation 2 Auto CPAP Advanced with Humidifier","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"5024","DreamStation Auto CPAP Machine","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"5859","DreamStation Auto with Heated Humidifier + DreamWear Mask Bundle","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"5851","DreamStation Auto With Heated Humidifier + Supplies Bundle","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"5062","DreamStation BiPAP Pro Machine with Heated Humidifier Core","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"5026","DreamStation BiPAP® Auto Machine","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"5022","DreamStation CPAP Machine","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"5860","DreamStation Go Auto + DreamWear Mask Bundle","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"5320","DreamStation Go Auto CPAP Machine","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"5883","DreamStation Go Auto CPAP Machine + Portable Outlet CPAP Battery Bundle","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"5552","DreamStation Go Auto CPAP Machine with Heated Humidifier","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"5853","DreamStation Go Auto Travel CPAP Machine + Six Disposable Filters Bundle","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"5965","DreamStation Go Auto with Heated Humidifier + DreamWear Mask Bundle","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"5287","HMS DreamStation Auto CPAP with Humidifier and Cell Modem","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"5094","IntelliPAP 2 AutoAdjust Auto CPAP Machine","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"5968","LG 3800 BPAP 30VT","https://sleeping.com/products/luna-g3-bpap-30vt-bi-level-cpap-machine","Luna G3 BPAP 30VT Bi-Level CPAP Machine","https://www.sleeping.com/products/luna-g3-bpap-30vt-bi-level-cpap-machine"
"6311","Luna 2- Damaged Box","https://sleeping.com/products/luna-ii-auto-cpap-machine-damage-box","Luna II Auto CPAP Machine","https://www.sleeping.com/products/luna-ii-auto-cpap-machine-damage-box"
"6040","Luna G3 APAP","https://sleeping.com/products/3b-medical-luna-g3-auto-machine-with-heated-humidifier","Luna G3","https://www.sleeping.com/products/3b-medical-luna-g3-auto-machine-with-heated-humidifier"
"5923","Luna G3 BPAP 25A Bi-Level CPAP Machine","https://sleeping.com/products/luna-g3-bpap-25a-bi-level-cpap-machine","Luna G3 BPAP 25A Bi-Level CPAP Machine","https://www.sleeping.com/products/luna-g3-bpap-25a-bi-level-cpap-machine"
"6000","Luna G3 CPAP","https://www.sleeping.com/products/3b-medical-luna-g3-auto-machine-with-heated-humidifier?variant=52577899839763","Luna G3","https://www.sleeping.com/products/3b-medical-luna-g3-auto-machine-with-heated-humidifier"
"6025","Luna G3 HMS","https://www.sleeping.com/search?type=product&q=luna+g3","Luna G3","https://www.sleeping.com/products/3b-medical-luna-g3-auto-machine-with-heated-humidifier"
"5514","Luna II Auto CPAP Machine with Humidifier","https://www.sleeping.com/products/luna-ii-auto-cpap-machine-damage-box?variant=52577929658643","Luna II Auto CPAP Machine","https://www.sleeping.com/products/luna-ii-auto-cpap-machine-damage-box"
"6011","Luna II Auto CPAP Machine with Mask Bundle","https://www.sleeping.com/products/luna-ii-auto-cpap-machine-damage-box?variant=52577929658644","Luna II Auto CPAP Machine","https://www.sleeping.com/products/luna-ii-auto-cpap-machine-damage-box"
"5513","Luna II CPAP Machine with Humidifier","https://www.sleeping.com/products/luna-ii-auto-cpap-machine-damage-box?variant=52577929658645","Luna II Auto CPAP Machine","https://www.sleeping.com/products/luna-ii-auto-cpap-machine-damage-box"
"6263","Luna II with cellular modem","https://www.sleeping.com/products/luna-ii-auto-cpap-machine-damage-box?variant=52577929658646","Luna II Auto CPAP Machine","https://www.sleeping.com/products/luna-ii-auto-cpap-machine-damage-box"
"6264","Luna II with WiFi modem","https://www.sleeping.com/products/luna-ii-auto-cpap-machine-damage-box?variant=52577929658647","Luna II Auto CPAP Machine","https://www.sleeping.com/products/luna-ii-auto-cpap-machine-damage-box"
"6239","Luna TravelPAP","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"5939","Monthly Payment Plan-ResMed AirSense 10 AutoSet CPAP Machine with HumidAir Heated Humidifier","https://www.sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline","AirSense 10 AutoSet with HumidAir","https://www.sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline"
"4068","PR System One REMStar 60 Series Auto CPAP Machine","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"6343","REFURB - AirSense 10","https://www.sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline","AirSense 10 AutoSet with HumidAir","https://www.sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline"
"6345","REFURB - AirSense 10 For Her","https://www.sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline","AirSense 10 AutoSet with HumidAir","https://www.sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline"
"6342","REFURB- AirMini","https://sleeping.com/products/resmed-airmini-autoset-travel-cpap-machine","AirMini AutoSet Travel CPAP Machine","https://www.sleeping.com/products/resmed-airmini-autoset-travel-cpap-machine"
"5124","ResMed AirCurve 10 ASV Machine with Heated Humidifier","https://sleeping.com/products/resmed-aircurve-10-asv-bilevel-machine-with-heated-humidifier","ResMed AirCurve 10 ASV BiLevel Machine","https://www.sleeping.com/search?q=resmed+aircurve&_pos=4&_psq=resmed+air&_ss=e&_v=1.0"
"4801","ResMed AirSense 10 AutoSet CPAP Machine with HumidAir Heated Humidifier","https://www.sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline","AirSense 10 AutoSet with HumidAir","https://www.sleeping.com/products/resmed-airsense-10-autoset-cpap-machine-with-humidair-heated-humidifier-and-climateline"
"5566","Somnetics Transcend 3 Auto miniCPAP","https://www.sleeping.com/collections/cpap-machines","CPAP Machines (Discontinued)","https://www.sleeping.com/collections/cpap-machines"
"6085","Somnetics Transcend Micro Travel Machine","https://sleeping.com/products/transcend-micro-auto-travel-cpap-machine","Transcend Micro Auto Travel CPAP Machine","https://www.sleeping.com/products/transcend-micro-auto-travel-cpap-machine"
"6376","Transcend Micro 510","https://sleeping.com/products/transcend-micro-essentials-bundle","Transcend Micro Essentials Bundle","https://www.sleeping.com/products/transcend-micro-essentials-bundle"
"6372","Transcend Micro 510 Essential Bundle","https://sleeping.com/products/transcend-micro-essentials-bundle","Transcend Micro Essentials Bundle","https://www.sleeping.com/products/transcend-micro-essentials-bundle"
"6373","Transcend Micro 510 Power Bundle","https://sleeping.com/products/transcend-micro-essentials-bundle","Transcend Micro Essentials Bundle","https://www.sleeping.com/products/transcend-micro-essentials-bundle"
"6235","Transcend Micro Auto CPAP Machine - NEW","https://sleeping.com/products/transcend-micro-auto-travel-cpap-machine","Transcend Micro Auto Travel CPAP Machine","https://www.sleeping.com/products/transcend-micro-auto-travel-cpap-machine"
"6325","Transcend Micro Essentials Bundle","https://sleeping.com/products/transcend-micro-essentials-bundle","Transcend Micro Essentials Bundle","https://www.sleeping.com/products/transcend-micro-essentials-bundle"
"6089","Transcend Micro Machine - backend","https://sleeping.com/products/transcend-micro-essentials-bundle","Transcend Micro Essentials Bundle","https://www.sleeping.com/products/transcend-micro-essentials-bundle"
"6277","Transcend Micro Power Bundle","https://sleeping.com/products/transcend-micro-power-bundle","Transcend Micro Power Bundle","https://www.sleeping.com/products/transcend-micro-power-bundle"
"5562","Z2 Auto Travel CPAP Machine","https://sleeping.com/products/z2-auto-travel-cpap-machine","Z2 Auto Travel CPAP Machine","https://www.sleeping.com/products/z2-auto-travel-cpap-machine"
"5563","Z2 Standard Travel CPAP Machine","https://sleeping.com/products/z2-auto-travel-cpap-machine","Z2 Auto Travel CPAP Machine","https://www.sleeping.com/products/z2-auto-travel-cpap-machine"
"6383","React Health G3 X Auto CPAP Machine","","React Health G3 X Auto CPAP Machine","https://www.cpap.com/products/react-health-g3-x-auto-cpap-machine"
"6384","Refurb - Transcend Micro","","Transcend Micro Auto Travel CPAP Machine","https://www.sleeping.com/products/transcend-micro-auto-travel-cpap-machine"
"6385","Refurb Z2 Auto","","Z2 Auto Travel CPAP Machine","https://www.sleeping.com/products/z2-auto-travel-cpap-machine"
"6386","Refurb AirSense 11 Auto","","AirSense 11 AutoSet","https://www.sleeping.com/products/resmed-airsense-11-autoset"
"6390","REFURB AirCurve 11 VAuto BiPAP Machine","","AirCurve 11 VAuto with HumidAir","https://www.sleeping.com/products/resmed-aircurve-11-vauto-bilevel-machine-with-humidair"
"6391","REFURB AirCurve 11 BiPAP ASV","","AirCurve 11 BiPAP ASV","https://www.cpap.com/collections/bipap-machines"
"6408","AirCurve™ 11 ST-A Co-Pack","","AirCurve™ 11 ST-A Co-Pack","https://www.cpap.com/collections/bipap-machines"
